Event ID,Event Link,Event Picture,Event Title,Event Organizer,Event Date,Event Address,Event Description
efef935d92d9f483adb2c3a461e8eb34,https://www.eventbrite.ca/e/sip-shop-celebrate-women-2019-tickets-61101280575?aff=ebdssbdestsearch,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F63810157%2F246852902608%2F1%2Foriginal.20190612-201920?w=1000&auto=compress&rect=38%2C7%2C474%2C237&s=18244aeb36312a3afeec4c2bda820bfc,"""A Night at the Oscars"" BMF Gala 2019",by Autism Ontario York Region,"Sat, 26 October 2019
1:00 PM – 3:00 PM EDT","**NEW LOCATION** Volkswagen/Pfaff Motors
16775 Leslie St 
Lower Level 
Newmarket, ON L3Y 9A1","Celebrate Halloween with Autism Ontario York Region!
Enjoy halloween-themed games, crafts and treats, including our famous Haunted Tent!  It's an afternoon of not-so-scary fun - and don't forget your costume!  
All ages welcome - in or out of costume.  This is a family event - parents and siblings are welcome. 
Please Note:

Parents and caregivers are responsible for the care of children and participants at this event - care for adults and/or children will not be provided. 




This FREE event is made possible by the Scotiabank Toronto Waterfront Marathon Charity Challenge!"
92c8681d2360ca43602ffbf051c75faa,https://www.eventbrite.ca/e/a-night-at-the-oscars-bmf-gala-2019-tickets-43716896414?aff=ebdssbdestsearch,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F51050161%2F112015331725%2F1%2Foriginal.jpg?w=1000&auto=compress&rect=0%2C135%2C2284%2C1142&s=64e395fb80864166e1acb28b82e19af2,AO York's Not-So-Scary Halloween Party 2019,by Amy Tsai,"Fri, 25 Oct 2019, 7:00 PM –
Sat, 26 Oct 2019, 12:00 AM EDT","TTC Russell Carhouse
1433 Queen Street East 
Toronto, Ontario","Its that time of year again...Band On The Run!!  Lets party on the streetcar!  100% proceeds goes to United Way.  
Streetcar leaves promptly at 7PM.  Be on time for the choo choo train please.  
No refunds on tickets unfortunately...  
See you then...  
Amy"
d57918dfbc1a5ad084a2a2e892f0b580,https://www.eventbrite.ca/e/ao-yorks-not-so-scary-halloween-party-2019-tickets-74734602207?aff=ebdssbdestsearch,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F72007257%2F104930917549%2F1%2Foriginal.20190908-221500?w=1000&auto=compress&rect=0%2C167%2C1944%2C972&s=ca0d621dc8937934ff4e59dc8627e4d5,2019 Westlake The Band Annual Streetcar Party!!!,by Coalition of Muslim Women of KW,"Sat, 9 November 2019
5:30 PM – 11:00 PM EST","RIM Park
2001 University Avenue East 
Waterloo, ON N2K 4K4","WHO WOULDN'T LIKE TO SUPPORT A GREAT CAUSE WHEN ALL YOU HAVE TO DO IS  ** Dress to impress ** Enjoy the best multicultural food feast in town  ** Dance to tunes from around the world until you drop  It is a ladies only party with lots of fun: * Fabulous Multiculrural Food * Multicultural music  * Dancing with a DJ * Multicultural Fashion Show and Dances * Silent Auction  And much more  All of you wonderful ladies are invited to help us raise the necessary funds for the Coalition’s exciting programs and activities by attending this fun-filled night. Funds will be raised through sponsorships, silent auction and ticket sales only. 
We regret that we are not able to accomodate children under 12 at this event.  Girls 12 or over are welcome at the event at the regular price.   Buy your tickets today if you want to reserve your spot. Tickets are available online at 
https://radiantladiesnight2019.eventbrite.ca 
 or by emailing uzma.bhutto@cmw-kw.org 
Or call 519-576-0540 ext. 3468"
48cc000a11b6005a905b2fd5e28ac7d3,https://www.eventbrite.ca/e/2019-westlake-the-band-annual-streetcar-party-tickets-72013055989?aff=ebdssbdestsearch,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F68030775%2F164547886406%2F1%2Foriginal.20190808-175001?w=1000&auto=compress&rect=0%2C13%2C1274%2C637&s=61a0896aa74f69c6def4ea2ce4c6447b,Radiant Ladies Night 2019,by Dinner with Dignity,"Sat, 19 October 2019
8:00 PM – 11:30 PM EDT","Community Hall at Roncesvalles United Church
240 Roncesvalles Avenue 
Lower Level 
Toronto, ON M6R 1M3","Remember Motley Crue, mullets and mall hair? What about Rick Astley and Reeboks? And don't forget Spandau Ballet and Spandex. The 80s set the gold standard for music and fashion.
Here is your chance to relive that magical decade. Rock-out to your favorite dance tunes with good friends, for a good cause. 80s attire and hairstyles are optional, but highly recommended.
There will be a cash bar, snacks, a 50-50 draw, and a plethera of embarassing moments as 40 and 50-somethings pretend to be young.
Tickets are $25 on Eventbrite and $30 at the door. This event is cash only.
Money raised will go to Dinner with Dignity, a comunity kitchen that serves delicious and nutritious meals to about 250 people every Sunday. Meals are created and served by volunteers in a safe and welcoming space, where the sounds of live music, laughter and conversation, and the smells of home-cooking fill the air. 
Check-out this video on our project."
73cec3a9ffa20e51c0e7384e51f691af,https://www.eventbrite.ca/e/radiant-ladies-night-2019-tickets-68473771895?aff=ebdssbdestsearch,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F69632969%2F230679320530%2F1%2Foriginal.20190823-021336?w=1000&auto=compress&rect=0%2C22%2C274%2C137&s=bc09ea0086a10b86add47b79838730d0,80s Dance Party: A Fundraising Event for Dinner with Dignity,by Lappe Nordic Ski Club,"Sat, 19 October 2019
7:00 PM – 11:30 PM EDT","Sleeping Giant Brewing Co
712 Macdonell Street 
Thunder Bay, ON P7B 4A6",Have a 'BrewSki' in support of local cross-country skiing.  An all ages fun evening for the whole community.
3bf720541699ceb2d56a2d3e62daab81,https://www.eventbrite.ca/e/80s-dance-party-a-fundraising-event-for-dinner-with-dignity-tickets-66974828515?aff=ebdssbdestsearch,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F70080291%2F331123609999%2F1%2Foriginal.20190827-182042?w=1000&auto=compress&rect=0%2C766%2C1728%2C864&s=e4d4e52134797051d0d8135533c6e99b,BrewSki,by Health & Charity,"Sat, April 18, 2020
6:00 PM – 11:00 PM EDT","St.Elias Banquet Centre
750 Ridgewood Avenue 
Ottawa, ON K1V 6N1",Heroes Gala in support of Wounded Warriors - This supports our Miltary individuals and our first responders.
44b004c9614bb1919d82904c6a5bcbf6,https://www.eventbrite.ca/e/brewski-tickets-70668803293?aff=ebdssbdestsearch,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F69582861%2F225668872197%2F1%2Foriginal.20190822-183203?w=1000&auto=compress&rect=0%2C102%2C4800%2C2400&s=a08c27b71bf61a24c11f2742f87aac76,Heroes Gala - Wounded Warriors,by Institute for Change Leaders,"Mon, 18 November 2019
6:00 PM – 9:00 PM EST","George Vari Engineering and Computing Center, Sears Atrium
 3rd Floor - 245 Church Street 
Toronto, ON M5B 2K3","Please join Olivia Chow, and the Institute for Change Leaders to celebrate its third anniversary on Monday, November 18th, 2019 from 6pm -"
19f936937a7a2a7bbc04d8d53c3ec62c,https://www.eventbrite.com/e/heroes-gala-wounded-warriors-tickets-70175750559?aff=ebdssbdestsearch,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F72332911%2F176319621748%2F1%2Foriginal.20190910-211912?w=1000&auto=compress&rect=0%2C0%2C3000%2C1500&s=fcc173e72a22e1812cbf888ea79ddb23,Institute for Change Leaders Anniversary,by UNICEF Canada's One Youth,"Wed, 20 November 2019
9:00 AM – 5:00 PM EST","Toronto Reference Library
789 Yonge St. 
Toronto, ON","Take Over the Future: Youth Activism Summit 
Today, more than ever before, children and youth are leading change in the world. They aren't waiting for adults to make change. Marches, petitions, protests, campaigns, in the streets, on social media and at the United Nations. Children and youth are taking over to create the future they want to see.
JOIN US AT UNICEF CANADA'S FIRST EVER YOUTH ACTIVISM SUMMIT!
On November 20, the 30th anniversary of the Convention on the Rights of the Child, young people will come together at the very first Youth Activism Summit (YAS!) to build on their advocacy skills and take over the future. They don’t have another 30 years to wait for their rights to be fulfilled.
WHAT? UNICEF Canada is convening Canadian youth activists and everyday young advocates to share their skills, experiences, and priorities; learn about child and youth rights; and build on their advocacy skills. 
WHEN? Wednesday, November 20, 2019
WHERE? Toronto Reference Library, 789 Yonge St. Toronto, Ontario
WHO?


YOUTH ACTIVISTS: who are ready to inspire other youth with their skills and experiences


YOUTH AGES 12-24 (youth ages 12-18 will be given priority): who are passionate about making change in their communities, across Canada and around the world


ADULT ALLIES: who can offer skills and perspectives on child and youth rights, advocacy and change-making. *If you are an adult ally wishing to participate, please email oneyouth@unicef.ca for further information.


SIGN UP to reserve your spot at this exciting event!




* L’anglais sera la langue de travail lors du Sommet.
Sommet sur l’activisme des jeunes : Take Over the Future
Aujourd’hui plus que jamais, les enfants et les jeunes agissent pour changer le monde. Ils n’attendent pas que les adultes le fassent. Marches, pétitions, manifestations, campagnes dans les rues, sur les médias sociaux et aux Nations Unies : les enfants et les jeunes prennent la relève pour bâtir l’avenir qu’ils souhaitent avoir.
JOIGNEZ-VOUS À NOUS LORS DU PREMIER SOMMET SUR L’ACTIVISME DES JEUNES!
Le 20 novembre, jour du 30e anniversaire de la Convention relative aux droits de l’enfant des Nations Unies, des jeunes se réuniront lors du premier Sommet sur l’activisme des jeunes afin de mettre à profit leurs compétences en matière de défense des droits et de prendre l’avenir en main. Ils ne veulent pas attendre un autre 30 ans pour que leurs droits soient respectés.
QUOI? UNICEF Canada invite les jeunes activistes et les jeunes défenseurs des droits canadiens à faire part de leurs compétences, de leurs expériences et de leurs priorités, à en apprendre plus sur les droits des enfants et des jeunes, et à mettre à profit leurs compétences en matière de défense et de promotion des droits.
QUAND? Le mercredi 20 novembre 2019
OÙ? Toronto (Ontario) (lieu à confirmer)
QUI?


JEUNES ACTIVISTES qui sont prêts à inspirer d’autres jeunes grâce à leurs compétences et expériences.


JEUNES ÂGÉS DE 12 À 24 ANS (la priorité sera accordée aux jeunes âgés de 12 à 18 ans) qui sont passionnés et déterminés à apporter des changements au sein de leur communauté, partout au Canada et dans le monde entier.


ADULTES ALLIÉS qui peuvent offrir leurs compétences et leurs points de vue sur les droits des enfants et des jeunes, sur la défense et la promotion des droits, et sur le changement.


INSCRIVEZ-VOUS Pour réserver votre place lors de cet événement palpitant, inscrivez-vous maintenant!"
16be736a07435ea70352775d7f3d4098,https://www.eventbrite.ca/e/institute-for-change-leaders-anniversary-tickets-72316966995?aff=ebdssbdestsearch,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F65301552%2F90160964575%2F1%2Foriginal.20190712-193448?w=1000&auto=compress&rect=16%2C0%2C1154%2C577&s=4194d2ba4a9566d674c4c27096b225d9,Take Over the Future: Youth Activism Summit,by Ontario Nonprofit Network (ONN),"Tue, October 29, 2019
9:00 AM – 4:00 PM EDT","Newmarket Community Centre and Lions Hall
200 Doug Duncan Drive 
Newmarket, ON L3Y 3X1","We’re thrilled to be in Newmarket with York Region nonprofits on October 29th. Together, we can engage in big-picture thinking and discover new ways to build strong and vibrant communities in the area! This is your chance to hear about public policy and issues at the provincial level, connect to nonprofits and charities in your region, and learn more about advocacy and policy building across the sector.
Join your co-hosts ONN and York Region Food Network to connect and help strengthen nonprofits in York Region.
*Please note: This event is for nonprofit staff and volunteers only. This event is not open to private sector professionals at this time. Should you have any questions, please do not hesitate to contact our team.*
This day-long event will feature:
Morning session (discussions):


Provincial scope: Hear about policies, strategies, and partnerships happening in Ontario’s nonprofit sector and how the new provincial funding and policy landscape is affecting our sector


Issues and opportunities facing York Region nonprofits and charities: What issues keep you up at night? What opportunities get you motivated in the morning?



Afternoon breakout sessions 


Advance your advocacy efforts: Nonprofits are uniquely positioned to be a bridge between governments and the communities they serve. By advocating, nonprofits can empower their communities, strengthen democracy, influence policies affecting their community, and help fulfill their mission. In this session, discover tools and strategies to engage your community and advocate for change.


Build community wealth through social enterprise and social procurement: By channeling the social purchasing power of the public sector and anchor institutions, we can provide community benefits and advance our social missions. In this session, learn how your nonprofit can build financial resilience by developing a social enterprise and social procurement advocacy plan. Plus, access free tools and resources from ONN and the Social Enterprise Institute.


Plus, learn more about being a decent work leader with the ONN-recommended pension plan, OPTrust Select - a first for the nonprofit sector!"
2be9a02402c6e7dae8b053a0410a0ac1,https://www.eventbrite.ca/e/take-over-the-future-youth-activism-summit-tickets-65277597050?aff=ebdssbdestsearch,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F70097497%2F26329737977%2F1%2Foriginal.20190827-195738?w=1000&auto=compress&rect=0%2C17%2C560%2C280&s=d2264b411d150fe9ddab4e788ee5bcaa,Ontario Nonprofit Network Regional Event: York Region,"by Claudia, Ishta, Kari, and Star","Tue, 15 Oct 2019, 7:00 PM –
Wed, 16 Oct 2019, 12:01 AM EDT","Lula Lounge
1585 Dundas Street West 
Toronto, ON M6J 1T9",Writers! Illustrators! Music! Booze! Food! Auction! Raffle!
02f37960d1b325ebe3df493d8a9636f8,https://www.eventbrite.ca/e/ontario-nonprofit-network-regional-event-york-region-tickets-70500678427?aff=ebdssbdestsearch,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F72099151%2F144667682336%2F1%2Foriginal.20190909-155131?w=1000&auto=compress&rect=0%2C0%2C2160%2C1080&s=db68d1aff35b405ce288142e10793d77,Canadian KidLit Gala,by Centre for Conscious Awareness - Canada,"Sun, 6 October 2019
10:00 AM – 2:00 PM EDT","Community Hall - Thornhill Community Centre
7755 Bayview Ave 
 Thornhill, Ontario L3T 4P1","Positive Living – Financial Fraud and Abuse Awareness for SeniorsJoin us to learn how to protect yourself from financial fraud.
 Date: Sunday October 6, 2019 Location: Community Hall - Thornhill Community Centre 7755 Bayview Ave, Thornhill, ON L3T 4P1
Time: 10:00am to 2:00pm  Keynote Speakers: Raeann Rideout, Director, Provincial Partnerships & OutreachElder Abuse Ontario
Constable Bussie Wood, Community Services-Seniors Safety Officer  York Regional PoliceTopic: Protecting your Finances - Tips to Avoid Financial Abuse
* Arka Dhyana Intuitive Meditation Demonstration* Seniors Information Panel - Sharing Experiences* Focus Group* Light Vegetarian Lunch and Refreshments
RSVP by September 30th, 2019
Regsiter on this eventbrite page or call at  (416) 997-5531
 Please leave a voicemail with your name and call back number. 
Sponsored Event. Admission Fee Waived.
“As much as there are ways to become negative, equally there are ways of becoming positive in our approach to life, to people and to other living beings.” - Srinivas Arka, Founder of CCA Globally
Registered Charity Number 80438 7496 RR0001
This project is funded by the Government of Canada."
48b83ead68e79ea48c579879a00074cf,https://www.eventbrite.ca/e/canadian-kidlit-gala-tickets-72096613913?aff=ebdssbdestsearch,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F68228071%2F261022666463%2F1%2Foriginal.20190810-192027?w=1000&auto=compress&rect=0%2C0%2C6122%2C3061&s=08bcf0948261ec2377c972315deef223, Positive Living - Financial Fraud and Abuse Awareness for Seniors,by Moosonee Puppy Rescue,"Sat, 16 November 2019
7:00 PM – 11:00 PM EST","Quality Inn Bracebridge
300 Ecclestone Drive 
Bracebridge, ON P1L 1G4","3Course Meal for Humans and Dogs presented by Chef David Friesen, includes 1 drink ticket  Live Music; Silent Auction, Photobooth and More!"
b3850d0f622698e79ac2273278d391a4,https://www.eventbrite.ca/e/positive-living-financial-fraud-and-abuse-awareness-for-seniors-tickets-65614596023?aff=ebdssbdestsearch,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F68327287%2F325234593439%2F1%2Foriginal.20190812-133911?w=1000&auto=compress&rect=1%2C17%2C860%2C430&s=e3ddacef9cca592754555f21df24da1d,Black Ties & Tails,by MEDLIFE Richmond Hill,"Wed, 16 October 2019
6:00 PM – 9:00 PM EDT","Richmond Hill Public Library - Central Library
1 Atkinson Street 
Richmond Hill, ON L4C 0H5",Come out to our Information night to learn more about our service learning trips and how you can get involved.
ddce56984648a394795200df9e8df9ba,https://www.eventbrite.ca/e/black-ties-tails-tickets-68690688699?aff=ebdssbdestsearch,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F73121281%2F340059669593%2F1%2Foriginal.20190917-013722?w=1000&auto=compress&rect=0%2C0%2C5184%2C2592&s=ef839a9a5a998851304e29d8cf49fba0,20th Annual OVC Animal Welfare Forum,by Feed the Need in Durham,"Sat, 26 October 2019
12:00 PM – 2:00 PM EDT","Oshawa Golf and Curling Club
160 Alexandra Street 
Oshawa, ON L1G 2C4",Food sampling event to raise awareness and funds to help alleviate hunger in Durham Region.
a09986038573a039ef770860b9f684e9,https://www.eventbrite.ca/e/20th-annual-ovc-animal-welfare-forum-registration-73055357541?aff=ebdssbdestsearch,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F72816395%2F338969316175%2F1%2Foriginal.20190913-214537?w=1000&auto=compress&rect=0%2C138%2C4674%2C2337&s=3d646ad92831a24ae6ad9df2bb3136c7,MEDLIFE Information Night,by Image,"Tue, October 22, 2019
6:30 PM – 10:30 PM EDT","Aga Khan Museum
77 Wynford Drive 
Toronto, ON M3C 1K1",The 2019 Mitchell Prize for Faith and Writing Awards Celebration
dc5add7969c59865498e351a11808c41,https://www.eventbrite.ca/e/medlife-information-night-tickets-72746373361?aff=ebdssbdestsearch,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F74503329%2F143368500279%2F1%2Foriginal.20190926-191544?w=1000&auto=compress&rect=0%2C0%2C1650%2C825&s=f6af3da9ea708475f3d397a03876bf7f,Durham's Empty Bowls 2019,by Boys and Girls Club of Ottawa,"Fri, 22 Nov 2019, 6:00 PM –
Sat, 23 Nov 2019, 12:00 AM EST","Infinity Convention Centre
2901 Gibford Drive 
Ottawa, ON K1V 2L9",Join us for The Great Canadian Pub Night
a2afba71987bba9765271c65969ba45f,https://www.eventbrite.ca/e/durhams-empty-bowls-2019-tickets-66889970703?aff=ebdssbdestsearch,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F71210351%2F328147683319%2F1%2Foriginal.20190905-173759?w=1000&auto=compress&rect=0%2C0%2C2500%2C1250&s=b8542f35177689ca1539cb26981672e6,2019 Mitchell Prize for Faith and Writing Awards Celebration,by Brain Injury Association of London and Region,"Sat, 16 November 2019
6:00 PM – 11:00 PM EST","The London Club, Limited
177 Queens Avenue 
London, ON N6A 1J1","Guests will enjoy: 
- Live auction and raffles 
- Mock Casino games with prizes to be won
- Delicious plated dinner"
4538fb52acf628892c2a648ec5baa4a1,https://www.eventbrite.com/e/2019-mitchell-prize-for-faith-and-writing-awards-celebration-tickets-69895755085?aff=ebdssbdestsearch,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F73291099%2F282628027688%2F1%2Foriginal.20190918-003607?w=1000&auto=compress&rect=0%2C0%2C2160%2C1080&s=5a7253f4fa06d3c5339728d5e056ede3,Great Canadian Pub Night,by Ontario Nonprofit Network (ONN),"Thu, 24 October 2019
9:00 AM – 4:00 PM EDT","Hamilton Spectator Auditorium
44 Frid Street 
Hamilton, Ontario  L8N 3G3","We’re thrilled to be in Halton and Hamilton on October 24th. Together, we can engage in big picture thinking and discover new ways to build strong and vibrant communities in the area! This is your chance to hear about public policy and issues at the provincial level, connect to nonprofits and charities in your region, and learn more about advocacy and policy building across the sector.
Join your co-hosts ONN & United Way Halton & Hamilton to connect and help strengthen and mobilize nonprofits in the Halton and Hamilton area.
*Please note: This event is for nonprofit staff and volunteers only. This event is not open to private sector professionals at this time. Should you have any questions, please do not hesitate to contact our team.*
This day-long event will feature:
Morning session (discussions):


Provincial scope: Hear about policies, strategies and partnerships happening in Ontario’s nonprofit sector and how the new provincial funding and policy landscape is affecting our sector


Issues and opportunities facing Hamilton and Halton nonprofits and charities: What issues keep you up at night? What opportunities get you motivated in the morning?



Afternoon breakout sessions 


Building a Decent Work Movement in Ontario’s Nonprofit Sector: Decent work improves the quality of life for employees and supports more effective and impactful outcomes for nonprofits. Learn how nonprofits can implement and fund decent work practices. Plus, receive promising practices, a checklist, a charter, and more resources to implement decent work in your organization. 


Diversify revenue and impact through social enterprise and social procurement: From provincial funding cuts to changes in philanthropic trends, nonprofits face unique funding challenges. Discover how your nonprofit can use social enterprise to diversify revenue and strengthen its financial resiliency.  Learn about how social enterprise and procurement can grow the wealth and well-being of the communities you serve. Plus, receive free tools and resources to put your plan into action


Plus, learn more about being a decent work leader with the ONN-recommended pension plan, OPTrust Select - a first for the nonprofit sector!

The deadline to register is Tuesday, October 15, 2019. Tickets to the event will be allocated on a first-come, first-served basis. Reserve your spot by registering today."
107229730b62648801b0096e3c46c0fe,https://www.eventbrite.ca/e/great-canadian-pub-night-tickets-68297867761?aff=ebdssbdestsearch,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F66318317%2F173473928364%2F1%2Foriginal.20190723-192146?w=1000&auto=compress&rect=128%2C0%2C900%2C450&s=e7b12df93516e571bd600ff7c0d2cc0b,Speakeasy Dinner and Casino Night,by Enactus York,"Tue, 8 October 2019
6:00 PM – 8:30 PM EDT","Second Student Centre Second Floor, Convention Hall
15 Library Ln 
Toronto, ON M3J 2S5","Welcome all Innovators and Change-Seekers!
Enactus York is officially back for the school year with our annual Kickoff; an inspiring opportunity to listen to  guest speakers, hear about our events and projects for the year, and network with representatives from social entrepreneurships! This is also a chance to hear about our vision and how you can get involved with Enactus. 
Light snacks and beverages will be served, brought to you by Underground Catering. The event is FREE and there is no dress code – just bring your entrepreneurial spirit and be ready to make an impact with us this year!"
05113504252c2195844e06f110f6e406,https://www.eventbrite.ca/e/speakeasy-dinner-and-casino-night-tickets-66374924185?aff=ebdssbdestsearch,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F69715049%2F26329737977%2F1%2Foriginal.20190823-185514?w=1000&auto=compress&rect=0%2C17%2C560%2C280&s=47c8a85c4b5a7cd8f571034a8a2b1ae6,Ontario Nonprofit Network Regional Event: Halton & Hamilton,by CHOICE42,"Sat, 19 October 2019
7:00 PM – 9:30 PM EDT","Westney Heights Baptist Church
1201 Ravenscroft Road 
Ajax, ON L1T 4R8",What happened when we began exposing this country's largest human rights violation? Lives were saved.
3dca62f9e52d56d81bcc8ff8b58c4b99,https://www.eventbrite.ca/e/ontario-nonprofit-network-regional-event-halton-hamilton-tickets-70318997013?aff=ebdssbdestsearch,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F74782739%2F241116361960%2F1%2Foriginal.20190929-223705?w=1000&auto=compress&rect=30%2C0%2C624%2C312&s=fdbe8830b6dd7c273fa1ee7bfb2eb1e6,Enactus York Kickoff,by D.A.N.I. - Developing and Nurturing Independence,"Sun, 3 November 2019
12:00 PM – 4:00 PM EST","300 John St
Markham, ON L3T 5W4","By popular demand - following a successful Mah Jong event - DANI presents:
GAME ON!
Play all kinds of games and support adults, who have a disability.
Bridge  -  Canasta  -  Kalooki  -  Rummikub  -  Scrabble
Sunday, November 3, 2019
Registration is at 12 PM
Delicious lunch by DANI (COR) 12 - 1 PM 
Play Games 1 - 4 PM
Thornhill Community Centre - South Hall
300 John Street, Thornhill
(Corner of Bayview Ave. and John St.)
Enter through the main doors at the Library
$40/ person  ($20 donation receipt)
$72/husband & wife ($36 donation receipt)
 
PLEASE ARRANGE YOUR OWN TABLE IF POSSIBLE
After purchasing your ticket please notify Felice or Lena of the group at your table. 
Felice: 905-763-7586
Lena: 905-881-7469"
a302564cc14e7dc7e7e0a1d176d524c4,https://www.eventbrite.ca/e/enactus-york-kickoff-tickets-73633063475?aff=ebdssbdestsearch,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F70422081%2F332039579213%2F1%2Foriginal.20190829-224556?w=1000&auto=compress&rect=0%2C537%2C16150%2C8075&s=9f027fd5a378edab13f256d6dbbd059e,EXPOSED - CHOICE42 Update & Fundraiser,by Butterfly (Asian and Migrant Sex Workers Support Network),"Fri, 25 October 2019
9:00 AM – 4:30 PM EDT","Workers Action Centre 
720 Spadina Avenue 
#202 
Toronto, ON M5S 2T9","Build their capacity to support migrant sex workers who have or may experience violence, discrimination or other forms of abuse."
ff0c096e8d77f0d47055362400293e9c,https://www.eventbrite.ca/e/exposed-choice42-update-fundraiser-tickets-70953244063?aff=ebdssbdestsearch,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F71115733%2F20142451038%2F1%2Foriginal.20190905-024511?w=1000&auto=compress&rect=59%2C0%2C630%2C315&s=ce9f72574356a27f38e9a6e1bd2b2c29,Game Afternoon,by Ausum Charity for Autism,"Fri, 25 October 2019
6:30 PM – 11:30 PM EDT","The Pilot
22 Cumberland St 
Toronto, ON M4W 1J5",Wear your best HALLOWEEN COSTUMES and DANCE ALL NIGHT with 3 Ausum LIVE BANDS at this United for Autism Halloween Bash !!!
813681376e5a5538c0b9844292759924,https://www.eventbrite.ca/e/game-afternoon-tickets-71464794123?aff=ebdssbdestsearch,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F72177689%2F331496506127%2F1%2Foriginal.20190909-234005?w=1000&auto=compress&rect=0%2C0%2C2160%2C1080&s=dd621dd21182d4bcfac419541e3e859c,A Pathway to End Violence Against Migrant Sex Workers,"by Ma Voix pour Eux , Action & Compassion","Sat, 12 October 2019
11:00 AM – 4:00 PM EDT","Refuge RR
21305 Concession Rd 10 
Alexandria, ON K0C 1A0","Venez rencontrer les Animaux qui vivent librement au Refuge-RR.Savourez un festin d'automne végétalien préparé par Izzy Veegun et assistez à des spectacles.Refuge RR est un organisme de bienfaisance enregistré depuis 1990 et a été créé initialement en 1987. Bien que situés en Ontario, au Canada, nous fournissons également une assistance complète à l’ensemble de la province de Québec. Nous sauvons, réhabilitons et offrons un refuge aux animaux qui ont été maltraités, négligés ou abandonnés. Nous parcourons souvent de grandes distances pour aider les animaux dans le besoin et nous avons des personnes expérimentées et qualifiées qui en prennent soin ici au Refuge.Desoler, les chiens ne sont pas autorisés.Tous les invités devront signer une décharge de responsabilité.Billets prévente à 45$, frais d'entrée et dîner complet à la dinde. 65$ après le 1 octobre. Un bar payant et des collations seront également disponibles.~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~Come and meet the rescued Animals living freely at Refuge-RR.Enjoy an Autumn Vegan Feast by Izzy Veegun centered around his famous Faux Turkey, which of course is 100% cruelty free, and enjoy some live entertainment. Refuge RR has been a registered charity since 1990, and was initially created in 1987. While located in Ontario, Canada, we also provide full assistance to the entire province of Quebec. We rescue, rehabilitate and offer refuge to animals that have been abused, neglected or abandoned. We often travel vast distances to help animals in need and have experienced, qualified people caring for them here at the Refuge.Sorry no Dogs allowed. All guests will need to sign a liability waiver.Presale tickets are 45$ and includes entrance and complete turkey lunch. 65$ after October 1st. Cash Bar and Snacks will also be available."
bf877803cc769f72779cfacc418cc277,https://www.eventbrite.ca/e/a-pathway-to-end-violence-against-migrant-sex-workers-tickets-70789155269?aff=ebdssbdestsearch,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F72582321%2F168761543975%2F1%2Foriginal.20190912-130708?w=1000&auto=compress&rect=1%2C943%2C3416%2C1708&s=fa77c06d8a5890777d61af6b4cc72ede,United for Autism - Halloween Bash,by Movember,"Sat, 9 November 2019
12:00 PM – 5:00 PM EST","The Citizen
522 King Street West 
Toronto, ON M5V 1K4",Are you brave enough to run in your undies to support men's health? Movember and SAXX are hosting a 2km run through the streets of Toronto.
